country,region,happiness_rank,happiness_score,standard_error,economy_(gdp_per_capita),family,health_(life_expectancy),freedom,trust_(government_corruption),generosity,dystopia_residual,year,lower_confidence_interval,upper_confidence_interval,happiness.rank,happiness.score,whisker.high,whisker.low,economy..gdp.per.capita.,health..life.expectancy.,trust..government.corruption.,dystopia.residual,happiness_to_gdp_ratio
Sierra Leone,Sub-Saharan Africa,111.0,4.635,0.04788474683544304,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016,4.505,4.765,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,12.703850897629161
Iraq,Middle East and Northern Africa,112.0,4.575,0.04788474683544304,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,2016,4.446,4.704,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.256843515640992
Namibia,Sub-Saharan Africa,113.0,4.574,0.04788474683544304,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016,4.374,4.774,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.903148348644506
Cameroon,Sub-Saharan Africa,114.0,4.513,0.04788474683544304,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016,4.417,4.609,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.596681715145627
Ethiopia,Sub-Saharan Africa,115.0,4.508,0.04788474683544304,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,4.425,4.591,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,15.394597548065432
South Africa,Sub-Saharan Africa,116.0,4.459,0.04788474683544304,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016,4.371,4.547,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.353811904389939
Sri Lanka,Southern Asia,117.0,4.415,0.04788474683544304,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,4.322,4.508,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.5366735855648495
India,Southern Asia,118.0,4.404,0.04788474683544304,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016,4.351,4.457,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.948457507158679
Myanmar,Southeastern Asia,119.0,4.395,0.04788474683544304,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,4.327,4.463,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,12.884029080675422
Egypt,Middle East and Northern Africa,120.0,4.362,0.04788474683544304,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,4.259,4.465,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.572566696367734
Armenia,Central and Eastern Europe,121.0,4.36,0.04788474683544304,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016,4.266,4.454,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.064702739121344
Kenya,Sub-Saharan Africa,122.0,4.356,0.04788474683544304,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,4.259,4.453,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.334130522126772
Ukraine,Central and Eastern Europe,123.0,4.324,0.04788474683544304,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016,4.236,4.412,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.953773185010368
Ghana,Sub-Saharan Africa,124.0,4.276,0.04788474683544304,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016,4.185,4.367,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.775793493590251
Congo (Kinshasa),Sub-Saharan Africa,125.0,4.272,0.04788474683544304,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,2016,4.191,4.353,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,75.46369899311077
Georgia,Central and Eastern Europe,126.0,4.252,0.04788474683544304,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016,4.164,4.34,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.0744701164789
Congo (Brazzaville),Sub-Saharan Africa,127.0,4.236,0.04788474683544304,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,2016,4.107,4.365,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,5.493522156946659
Senegal,Sub-Saharan Africa,128.0,4.219,0.04788474683544304,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016,4.151,4.287,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,9.52069323464368
Bulgaria,Central and Eastern Europe,129.0,4.217,0.04788474683544304,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,4.104,4.33,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.788654699656802
Mauritania,Sub-Saharan Africa,130.0,4.201,0.04788474683544304,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,4.127,4.275,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.843022592888208
Zimbabwe,Sub-Saharan Africa,131.0,4.193,0.04788474683544304,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016,4.101,4.285,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.965982705973001
Malawi,Sub-Saharan Africa,132.0,4.156,0.04788474683544304,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,4.041,4.271,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,47.72074865082099
Sudan,Sub-Saharan Africa,133.0,4.139,0.04788474683544304,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2.10995,2016,3.928,4.35,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.5626536016109345
Gabon,Sub-Saharan Africa,134.0,4.121,0.04788474683544304,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016,4.03,4.212,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.5571553115639922
Mali,Sub-Saharan Africa,135.0,4.073,0.04788474683544304,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016,3.988,4.158,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.016106353061488
Haiti,Latin America and Caribbean,136.0,4.028,0.04788474683544304,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016,3.893,4.163,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.813356013725546
Botswana,Sub-Saharan Africa,137.0,3.974,0.04788474683544304,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,3.875,4.073,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,3.6316780289876265
Comoros,Sub-Saharan Africa,138.0,3.956,0.04788474683544304,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016,3.86,4.052,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,14.380748118797484
Ivory Coast,Sub-Saharan Africa,139.0,3.916,0.04788474683544304,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016,3.826,4.006,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.05496604031924
Cambodia,Southeastern Asia,140.0,3.907,0.04788474683544304,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016,3.798,4.016,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.026472915617582
Angola,Sub-Saharan Africa,141.0,3.866,0.04788474683544304,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,3.753,3.979,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.562674817953288
Niger,Sub-Saharan Africa,142.0,3.856,0.04788474683544304,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016,3.781,3.931,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,29.058025621703084
South Sudan,Sub-Saharan Africa,143.0,3.832,0.04788474683544304,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016,3.596,4.068,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,9.727369650200538
Chad,Sub-Saharan Africa,144.0,3.763,0.04788474683544304,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016,3.672,3.854,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.91410432557919
Burkina Faso,Sub-Saharan Africa,145.0,3.739,0.04788474683544304,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016,3.647,3.831,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.68620096890139
Uganda,Sub-Saharan Africa,145.0,3.739,0.04788474683544304,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016,3.629,3.849,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.769319392839655
Yemen,Middle East and Northern Africa,147.0,3.724,0.04788474683544304,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016,3.621,3.827,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,6.427449559018969
Madagascar,Sub-Saharan Africa,148.0,3.695,0.04788474683544304,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016,3.621,3.769,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,13.218144093868498
Tanzania,Sub-Saharan Africa,149.0,3.666,0.04788474683544304,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016,3.561,3.771,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,7.774361149400911
Liberia,Sub-Saharan Africa,150.0,3.622,0.04788474683544304,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016,3.463,3.781,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,33.831496357182886
Guinea,Sub-Saharan Africa,151.0,3.607,0.04788474683544304,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016,3.533,3.681,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,16.09190274369842
Rwanda,Sub-Saharan Africa,152.0,3.515,0.04788474683544304,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,2016,3.444,3.586,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,10.701455276137127
Benin,Sub-Saharan Africa,153.0,3.484,0.04788474683544304,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016,3.404,3.564,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.820476467758677
Afghanistan,Southern Asia,154.0,3.36,0.04788474683544304,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016,3.288,3.432,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,8.789598974546786
Togo,Sub-Saharan Africa,155.0,3.303,0.04788474683544304,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354,2016,3.192,3.414,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,11.744835188280057
Syria,Middle East and Northern Africa,156.0,3.069,0.04788474683544304,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,2016,2.936,3.202,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,4.107389017518971
Burundi,Sub-Saharan Africa,157.0,2.905,0.04788474683544304,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,2016,2.732,3.078,78.0,5.354019355773926,5.452325717478509,5.255712994069341,0.9847182019463474,0.5513407826123219,0.12312022065142951,1.8502378056126252,42.526716439759916
Norway,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.53352355957031,0.5940544761904762,0.635422587394714,0.14053200000000002,0.36201223731041,2.2120316190476186,2017,5.282394904458599,5.481974522292994,1.0,7.53700017929077,7.59444482058287,7.47955553799868,1.61646318435669,0.796666502952576,0.315963834524155,2.27702665328979,5.977689587054538
Denmark,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.55112159252167,0.5940544761904762,0.626006722450256,0.14053200000000002,0.355280488729477,2.2120316190476186,2017,5.282394904458599,5.481974522292994,2.0,7.52199983596802,7.58172806486487,7.46227160707116,1.48238301277161,0.792565524578094,0.40077006816864,2.31370735168457,5.977689587054538
Iceland,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.6105740070343,0.5940544761904762,0.627162635326385,0.14053200000000002,0.475540220737457,2.2120316190476186,2017,5.282394904458599,5.481974522292994,3.0,7.50400018692017,7.62203047305346,7.38596990078688,1.480633020401,0.833552122116089,0.153526559472084,2.32271528244019,5.977689587054538
Switzerland,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.51691174507141,0.5940544761904762,0.620070576667786,0.14053200000000002,0.290549278259277,2.2120316190476186,2017,5.282394904458599,5.481974522292994,4.0,7.49399995803833,7.56177242040634,7.42622749567032,1.56497955322266,0.858131289482117,0.367007285356522,2.2767162322998,5.977689587054538
Finland,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.5402467250824,0.5940544761904762,0.617950856685638,0.14053200000000002,0.24548277258873,2.2120316190476186,2017,5.282394904458599,5.481974522292994,5.0,7.4689998626709,7.52754207581282,7.41045764952898,1.44357192516327,0.80915766954422,0.38261154294014,2.4301815032959,5.977689587054538
Netherlands,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.42893922328949,0.5940544761904762,0.585384488105774,0.14053200000000002,0.470489829778671,2.2120316190476186,2017,5.282394904458599,5.481974522292994,6.0,7.3769998550415,7.42742584124207,7.32657386884093,1.50394463539124,0.810696125030518,0.282661825418472,2.29480409622192,5.977689587054538
Canada,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.48134899139404,0.5940544761904762,0.611100912094116,0.14053200000000002,0.435539722442627,2.2120316190476186,2017,5.282394904458599,5.481974522292994,7.0,7.31599998474121,7.38440283536911,7.24759713411331,1.47920441627502,0.83455765247345,0.287371516227722,2.18726444244385,5.977689587054538
New Zealand,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.54819512367249,0.5940544761904762,0.614062130451202,0.14053200000000002,0.500005125999451,2.2120316190476186,2017,5.282394904458599,5.481974522292994,8.0,7.31400012969971,7.3795104418695,7.24848981752992,1.40570604801178,0.816759705543518,0.382816702127457,2.0464563369751,5.977689587054538
Sweden,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.47816216945648,0.5940544761904762,0.612924098968506,0.14053200000000002,0.385399252176285,2.2120316190476186,2017,5.282394904458599,5.481974522292994,9.0,7.28399991989136,7.34409487739205,7.22390496239066,1.49438726902008,0.830875158309937,0.384398728609085,2.09753799438477,5.977689587054538
Australia,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.51004195213318,0.5940544761904762,0.601607382297516,0.14053200000000002,0.477699249982834,2.2120316190476186,2017,5.282394904458599,5.481974522292994,10.0,7.28399991989136,7.35665122494102,7.2113486148417,1.484414935112,0.84388679265976,0.301183730363846,2.06521081924438,5.977689587054538
Israel,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.37628996372223,0.5940544761904762,0.405988603830338,0.14053200000000002,0.330082654953003,2.2120316190476186,2017,5.282394904458599,5.481974522292994,11.0,7.21299982070923,7.27985325649381,7.14614638492465,1.37538242340088,0.83840399980545,0.0852421000599861,2.80175733566284,5.977689587054538
Costa Rica,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.41640365123749,0.5940544761904762,0.580131649971008,0.14053200000000002,0.214613229036331,2.2120316190476186,2017,5.282394904458599,5.481974522292994,12.0,7.0789999961853,7.16811166629195,6.98988832607865,1.10970628261566,0.759509265422821,0.100106589496136,2.89863920211792,5.977689587054538
Austria,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.4599449634552,0.5940544761904762,0.567766189575195,0.14053200000000002,0.316472321748734,2.2120316190476186,2017,5.282394904458599,5.481974522292994,13.0,7.00600004196167,7.07066981211305,6.94133027181029,1.48709726333618,0.815328419208527,0.221060365438461,2.1385064125061,5.977689587054538
United States,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.41992056369781,0.5940544761904762,0.505740523338318,0.14053200000000002,0.392578780651093,2.2120316190476186,2017,5.282394904458599,5.481974522292994,14.0,6.99300003051758,7.07465674757957,6.91134331345558,1.54625928401947,0.77428662776947,0.135638788342476,2.2181134223938,5.977689587054538
Ireland,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.55823111534119,0.5940544761904762,0.573110342025757,0.14053200000000002,0.42785832285881,2.2120316190476186,2017,5.282394904458599,5.481974522292994,15.0,6.97700023651123,7.04335166752338,6.91064880549908,1.53570663928986,0.80978262424469,0.29838815331459,1.77386903762817,5.977689587054538
Germany,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.47252035140991,0.5940544761904762,0.562511384487152,0.14053200000000002,0.336269170045853,2.2120316190476186,2017,5.282394904458599,5.481974522292994,16.0,6.95100021362305,7.00538156926632,6.89661885797977,1.48792338371277,0.798950731754303,0.276731938123703,2.01576995849609,5.977689587054538
Belgium,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.46231269836426,0.5940544761904762,0.539770722389221,0.14053200000000002,0.231503337621689,2.2120316190476186,2017,5.282394904458599,5.481974522292994,17.0,6.89099979400635,6.95582075044513,6.82617883756757,1.46378076076508,0.818091869354248,0.251343131065369,2.12421035766602,5.977689587054538
Luxembourg,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.45758366584778,0.5940544761904762,0.59662789106369,0.14053200000000002,0.283180981874466,2.2120316190476186,2017,5.282394904458599,5.481974522292994,18.0,6.86299991607666,6.92368609987199,6.80231373228133,1.74194359779358,0.845089495182037,0.31883442401886,1.61951208114624,5.977689587054538
United Kingdom,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.49646008014679,0.5940544761904762,0.508190035820007,0.14053200000000002,0.492774158716202,2.2120316190476186,2017,5.282394904458599,5.481974522292994,19.0,6.71400022506714,6.78379176110029,6.64420868903399,1.44163393974304,0.805335938930511,0.265428066253662,1.70414352416992,5.977689587054538
Chile,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.28402495384216,0.5940544761904762,0.376895278692245,0.14053200000000002,0.326662421226501,2.2120316190476186,2017,5.282394904458599,5.481974522292994,20.0,6.65199995040894,6.73925056010485,6.56474934071302,1.25278460979462,0.819479703903198,0.0822879821062088,2.50958585739136,5.977689587054538
United Arab Emirates,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.26641023159027,0.5940544761904762,0.60834527015686,0.14053200000000002,0.3609419465065,2.2120316190476186,2017,5.282394904458599,5.481974522292994,21.0,6.64799976348877,6.72204730376601,6.57395222321153,1.62634336948395,0.726798236370087,0.324489563703537,1.734703540802,5.977689587054538
Brazil,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.43130600452423,0.5940544761904762,0.437453746795654,0.14053200000000002,0.16234989464283,2.2120316190476186,2017,5.282394904458599,5.481974522292994,22.0,6.63500022888184,6.72546950161457,6.5445309561491,1.10735321044922,0.616552352905273,0.111092761158943,2.76926708221436,5.977689587054538
Czech Republic,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.43388521671295,0.5940544761904762,0.490946173667908,0.14053200000000002,0.0881067588925362,2.2120316190476186,2017,5.282394904458599,5.481974522292994,23.0,6.60900020599365,6.68386246263981,6.5341379493475,1.35268235206604,0.754444003105164,0.0368729270994663,2.45186185836792,5.977689587054538
Argentina,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.44045114517212,0.5940544761904762,0.494519203901291,0.14053200000000002,0.109457060694695,2.2120316190476186,2017,5.282394904458599,5.481974522292994,24.0,6.59899997711182,6.69008508607745,6.50791486814618,1.18529546260834,0.695137083530426,0.059739887714386,2.61400532722473,5.977689587054538
Mexico,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.210862159729,0.5940544761904762,0.412730008363724,0.14053200000000002,0.120990432798862,2.2120316190476186,2017,5.282394904458599,5.481974522292994,25.0,6.57800006866455,6.67114890769124,6.48485122963786,1.15318381786346,0.709978997707367,0.132774114608765,2.83715486526489,5.977689587054538
Singapore,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.35381436347961,0.5940544761904762,0.549840569496155,0.14053200000000002,0.345965981483459,2.2120316190476186,2017,5.282394904458599,5.481974522292994,26.0,6.57200002670288,6.63672306910157,6.50727698430419,1.69227766990662,0.949492394924164,0.46430778503418,1.21636199951172,5.977689587054538
Malta,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.48841166496277,0.5940544761904762,0.588767051696777,0.14053200000000002,0.574730575084686,2.2120316190476186,2017,5.282394904458599,5.481974522292994,27.0,6.52699995040894,6.59839677289128,6.45560312792659,1.34327983856201,0.821944236755371,0.153066068887711,1.55686283111572,5.977689587054538
Uruguay,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.41222786903381,0.5940544761904762,0.57939225435257,0.14053200000000002,0.175096929073334,2.2120316190476186,2017,5.282394904458599,5.481974522292994,28.0,6.4539999961853,6.54590621769428,6.36209377467632,1.21755969524384,0.719216823577881,0.178061872720718,2.17240953445435,5.977689587054538
Guatemala,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.25558519363403,0.5940544761904762,0.531310617923737,0.14053200000000002,0.283488392829895,2.2120316190476186,2017,5.282394904458599,5.481974522292994,29.0,6.4539999961853,6.56687397271395,6.34112601965666,0.872001945972443,0.540239989757538,0.0772232785820961,2.89389109611511,5.977689587054538
Panama,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.37319254875183,0.5940544761904762,0.550026834011078,0.14053200000000002,0.21055693924427,2.2120316190476186,2017,5.282394904458599,5.481974522292994,30.0,6.4520001411438,6.55713071614504,6.34686956614256,1.23374843597412,0.706156134605408,0.070983923971653,2.30719995498657,5.977689587054538
France,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.38777685165405,0.5940544761904762,0.470222115516663,0.14053200000000002,0.129762306809425,2.2120316190476186,2017,5.282394904458599,5.481974522292994,31.0,6.44199991226196,6.51576780244708,6.36823202207685,1.43092346191406,0.844465851783752,0.172502428293228,2.00595474243164,5.977689587054538
Thailand,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.42579245567322,0.5940544761904762,0.580200731754303,0.14053200000000002,0.572123110294342,2.2120316190476186,2017,5.282394904458599,5.481974522292994,32.0,6.42399978637695,6.50911685571074,6.33888271704316,1.12786877155304,0.647239029407501,0.0316127352416515,2.03950834274292,5.977689587054538
Taiwan Province of China,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.38456535339355,0.5940544761904762,0.361466586589813,0.14053200000000002,0.258360475301743,2.2120316190476186,2017,5.282394904458599,5.481974522292994,33.0,6.42199993133545,6.49459602192044,6.34940384075046,1.43362653255463,0.793984234333038,0.0638292357325554,2.1266074180603,5.977689587054538
Spain,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.53209090232849,0.5940544761904762,0.408781230449677,0.14053200000000002,0.190133571624756,2.2120316190476186,2017,5.282394904458599,5.481974522292994,34.0,6.40299987792969,6.4710548453033,6.33494491055608,1.38439786434174,0.888960599899292,0.0709140971302986,1.92775774002075,5.977689587054538
Qatar,Sub-Saharan Africa,79.23809523809524,5.378949206349207,0.04788474683544304,0.899837492063492,1.27429687976837,0.5940544761904762,0.604130983352661,0.14053200000000002,0.330473870038986,2.2120316190476186,2017,5.282394904458599,5.481974522292994,35.0,6.375,6.56847681432962,6.18152318567038,1.87076568603516,0.710098087787628,0.439299255609512,1.1454644203186,5.977689587054538
